kegg_code	genome_code	organism_name
nca	T00443	Nocardioides_sp._JS614
kfl	T01155	Kribbella_flavida
tfu	T00265	Thermobifida_fusca
nda	T01248	Nocardiopsis_dassonvillei
nal	T02218	Nocardiopsis_alba
tcu	T01127	Thermomonospora_curvata
sro	T01137	Streptosporangium_roseum
fra	T00320	Frankia_sp._CcI3
fre	T00608	Frankia_sp._EAN1pec
fri	T01354	Frankia_sp._EuI1c
fal	T00384	Frankia_alni
fsy	T01530	Frankia_symbiont
ace	T00426	Acidothermus_cellulolyticus
nml	T00991	Nakamurella_multipartita
gob	T01163	Geodermatophilus_obscurus
bsd	T01752	Blastococcus_saxobsidens
mmar	T02167	Modestobacter_marinus
kra	T00562	Kineococcus_radiotolerans
sen	T00492	Saccharopolyspora_erythraea
svi	T00980	Saccharomonospora_viridis
tbi	T01236	Thermobispora_bispora
amd	T01269	Amycolatopsis_mediterranei_U32
amn	T01822	Amycolatopsis_mediterranei_S699
amm	T02190	Amycolatopsis_mediterranei_S699
amz	T02804	Amycolatopsis_mediterranei_RB
aoi	T02678	Amycolatopsis_orientalis
pdx	T01479	Pseudonocardia_dioxanivorans
ami	T00957	Actinosynnema_mirum
sesp	T02404	Saccharothrix_espanaensis
stp	T00504	Salinispora_tropica
saq	T00613	Salinispora_arenicola
mau	T01296	Micromonospora_aurantiaca
mil	T01379	Micromonospora_sp._L5
vma	T01471	Verrucosispora_maris
ams	T01795	Actinoplanes_missouriensis
ase	T02044	Actinoplanes_sp._SE50/110
actn	T02655	Actinoplanes_sp._N902-109
afs	T02892	Actinoplanes_friuliensis
cai	T00967	Catenulispora_acidiphila
sna	T01194	Stackebrandtia_nassauensis
ahe	T01242	Arcanobacterium_haemolyticum
mcu	T01257	Mobiluncus_curtisii
blo	T00094	Bifidobacterium_longum_NCC2705
blj	T00707	Bifidobacterium_longum_DJO10A
bln	T00794	Bifidobacterium_longum_subsp._infantis_ATCC_15697_(JGI)
blon	T02092	Bifidobacterium_longum_subsp._infantis_ATCC_15697_(Tokyo)
blf	T01420	Bifidobacterium_longum_subsp._infantis_157F
bll	T01240	Bifidobacterium_longum_subsp._longum_JDM301
blb	T01345	Bifidobacterium_longum_subsp._longum_BBMN68
blm	T01419	Bifidobacterium_longum_subsp._longum_JCM_1217
blk	T01845	Bifidobacterium_longum_subsp._longum_KACC_91563
blg	T02580	Bifidobacterium_longum_subsp._longum_F8
bad	T00437	Bifidobacterium_adolescentis
bla	T00819	Bifidobacterium_animalis_subsp._lactis_AD011
blc	T00923	Bifidobacterium_animalis_subsp._lactis_Bl-04
blt	T00924	Bifidobacterium_animalis_subsp._lactis_DSM_10140
bbb	T01840	Bifidobacterium_animalis_subsp._lactis_BB-12
bbc	T01841	Bifidobacterium_animalis_subsp._lactis_BLC1
bnm	T01842	Bifidobacterium_animalis_subsp._lactis_CNCM_I-2494
blv	T01843	Bifidobacterium_animalis_subsp._lactis_V9
blw	T02079	Bifidobacterium_animalis_subsp._lactis_B420
bls	T02080	Bifidobacterium_animalis_subsp._lactis_Bi-07
bani	T02712	Bifidobacterium_animalis_subsp._lactis_Bl12
banl	T02862	Bifidobacterium_animalis_subsp._lactis_ATCC_27673
bni	T02047	Bifidobacterium_animalis_subsp._animalis_ATCC_25527
bde	T01143	Bifidobacterium_dentium
bbi	T01328	Bifidobacterium_bifidum_S17
bbp	T01340	Bifidobacterium_bifidum_PRL2010
bbf	T02135	Bifidobacterium_bifidum_BGN4
bbv	T01844	Bifidobacterium_breve_ACS-071-V-Sch8b
bbru	T02534	Bifidobacterium_breve_UCC2003
bast	T02271	Bifidobacterium_asteroides
btp	T02505	Bifidobacterium_thermophilum
gva	T01146	Gardnerella_vaginalis_409-05
gvg	T01344	Gardnerella_vaginalis_ATCC_14019
gvh	T01939	Gardnerella_vaginalis_HMP9231
rxy	T00368	Rubrobacter_xylanophilus
cwo	T01153	Conexibacter_woesei
afo	T00956	Acidimicrobium_ferrooxidans_DSM_10331
aym	T02501	Ilumatobacter_coccineum
ccu	T00962	Cryptobacterium_curtum
shi	T00981	Slackia_heliotrinireducens
apv	T00983	Atopobium_parvulum
ele	T00984	Eggerthella_lenta
eyy	T01566	Eggerthella_sp._YY7918
ols	T01285	Olsenella_uli
cgo	T01453	Coriobacterium_glomerans
gpa	T02609	Gordonibacter_pamelaeae
aeq	T02875	Adlercreutzia_equolifaciens
ctr	T00017	Chlamydia_trachomatis_D/UW-3/CX
ctd	T01900	Chlamydia_trachomatis_D-EC
ctf	T01901	Chlamydia_trachomatis_D-LC
ctrd	T02551	Chlamydia_trachomatis_D/SotonD1
ctro	T02560	Chlamydia_trachomatis_D/SotonD5
ctrt	T02561	Chlamydia_trachomatis_D/SotonD6
cta	T00280	Chlamydia_trachomatis_A/HAR-13
cty	T01707	Chlamydia_trachomatis_A2497
cra	T02094	Chlamydia_trachomatis_A2497
ctrq	T02562	Chlamydia_trachomatis_A/363
ctrx	T02563	Chlamydia_trachomatis_A/5291
ctrz	T02564	Chlamydia_trachomatis_A/7249
ctrp	T02557	Chlamydia_trachomatis_L1/1322/p2
ctlj	T02569	Chlamydia_trachomatis_L1/115
ctlx	T02570	Chlamydia_trachomatis_L1/224
ctll	T02571	Chlamydia_trachomatis_L1/440/LN
ctb	T00645	Chlamydia_trachomatis_L2/434/Bu
ctrr	T02559	Chlamydia_trachomatis_L2/25667R
ctlf	T02621	Chlamydia_trachomatis_L2/434/Bu(f)
ctli	T02622	Chlamydia_trachomatis_L2/434/Bu(i)
ctl	T00646	Chlamydia_trachomatis_L2b/UCH-1/proctitis
ctru	T02548	Chlamydia_trachomatis_L2b/UCH-2
ctrl	T02549	Chlamydia_trachomatis_L2b/LST
ctrv	T02554	Chlamydia_trachomatis_L2b/CV204
ctrm	T02558	Chlamydia_trachomatis_L2b/Ams1
ctla	T02574	Chlamydia_trachomatis_L2b/Ams2
ctlm	T02575	Chlamydia_trachomatis_L2b/Ams3
ctls	T02576	Chlamydia_trachomatis_L2b/Ams4
ctlz	T02577	Chlamydia_trachomatis_L2b/Ams5
ctlc	T02567	Chlamydia_trachomatis_L2b/Canada1
ctln	T02568	Chlamydia_trachomatis_L2b/Canada2
ctlb	T02572	Chlamydia_trachomatis_L2b/795
ctlq	T02573	Chlamydia_trachomatis_L2b/8200/07
cto	T01574	Chlamydia_trachomatis_L2c
ctrn	T02550	Chlamydia_trachomatis_L3/404/LN
ctj	T00960	Chlamydia_trachomatis_B/Jali20/OT
ctz	T01327	Chlamydia_trachomatis_B/TZ1A828/OT
ctg	T01902	Chlamydia_trachomatis_E/11023
ctk	T01903	Chlamydia_trachomatis_E/150
csw	T01966	Chlamydia_trachomatis_Sweden2
ces	T02164	Chlamydia_trachomatis_E/SW3
ctrb	T02547	Chlamydia_trachomatis_E/Bour
ctre	T02555	Chlamydia_trachomatis_E/SotonE4
ctrs	T02556	Chlamydia_trachomatis_E/SotonE8
cfs	T02165	Chlamydia_trachomatis_F/SW4
cfw	T02166	Chlamydia_trachomatis_F/SW5
ctrf	T02552	Chlamydia_trachomatis_F/SotonF3
ctch	T02805	Chlamydia_trachomatis_F/11-96
ctn	T01904	Chlamydia_trachomatis_G/11074
ctq	T01905	Chlamydia_trachomatis_G/11222
ctv	T01906	Chlamydia_trachomatis_G/9301
ctw	T01907	Chlamydia_trachomatis_G/9768
ctrg	T02553	Chlamydia_trachomatis_G/SotonG1
ctri	T02493	Chlamydia_trachomatis_IU824
ctra	T02540	Chlamydia_trachomatis_IU888
ctrh	T02565	Chlamydia_trachomatis_Ia/SotonIa1
ctrj	T02566	Chlamydia_trachomatis_Ia/SotonIa3
ctrk	T02546	Chlamydia_trachomatis_K/SotonK1
ctjt	T02762	Chlamydia_trachomatis_J/6276tet1
ctcf	T02763	Chlamydia_trachomatis_RC-F/69
ctfs	T02764	Chlamydia_trachomatis_RC-F(s)/342
cthf	T02765	Chlamydia_trachomatis_RC-F(s)/852
ctcj	T02766	Chlamydia_trachomatis_RC-J/943
cthj	T02767	Chlamydia_trachomatis_RC-J/953
ctmj	T02768	Chlamydia_trachomatis_RC-J/966
cttj	T02769	Chlamydia_trachomatis_RC-J/971
ctjs	T02770	Chlamydia_trachomatis_RC-J(s)/122
ctrc	T02771	Chlamydia_trachomatis_RC-L2/55
ctrw	T02772	Chlamydia_trachomatis_RC-L2(s)/3
ctry	T02773	Chlamydia_trachomatis_RC-L2(s)/46
cmu	T00028	Chlamydia_muridarum
cpn	T00021	Chlamydia_pneumoniae_CWL029
cpa	T00029	Chlamydia_pneumoniae_AR39
cpj	T00032	Chlamydia_pneumoniae_J138
cpt	T00136	Chlamydia_pneumoniae_TW183
clp	T01859	Chlamydia_pneumoniae_LPCoLN
cpm	T01466	Chlamydia_pecorum_E58
cpec	T02853	Chlamydia_pecorum_P787
cpeo	T02854	Chlamydia_pecorum_PV3056/3
cper	T02855	Chlamydia_pecorum_W73
chp	T01481	Chlamydia_psittaci_6BC
chb	T02097	Chlamydia_psittaci_6BC
chs	T01860	Chlamydia_psittaci_01DC11
chi	T01861	Chlamydia_psittaci_02DC15
cht	T01862	Chlamydia_psittaci_08DC60
chc	T01863	Chlamydia_psittaci_C19/98
chr	T02153	Chlamydia_psittaci_RD1
cpsc	T02251	Chlamydia_psittaci_CP3
cpsn	T02252	Chlamydia_psittaci_NJ1
cpsb	T02308	Chlamydia_psittaci_84/55
cpsg	T02309	Chlamydia_psittaci_GR9
cpsm	T02310	Chlamydia_psittaci_M56
cpsi	T02311	Chlamydia_psittaci_MN
cpsv	T02312	Chlamydia_psittaci_VS225
cpsw	T02313	Chlamydia_psittaci_WC
cpst	T02314	Chlamydia_psittaci_WS/RT/E30
cpsd	T02343	Chlamydia_psittaci_01DC12
cpsa	T02450	Chlamydophila_psittaci_Mat116
cca	T00125	Chlamydophila_caviae
cab	T00242	Chlamydophila_abortus
cfe	T00332	Chlamydophila_felis
pcu	T00172	Candidatus_Protochlamydia_amoebophila
puv	T01552	Parachlamydia_acanthamoebae
wch	T01255	Waddlia_chondrophila
sng	T01559	Simkania_negevensis
ote	T00689	Opitutus_terrae
caa	T01204	Coraliomargarita_akajimensis
min	T00727	Methylacidiphilum_infernorum
amu	T00736	Akkermansia_muciniphila
bbu	T00012	Borrelia_burgdorferi_B31
bbz	T00807	Borrelia_burgdorferi_ZS7
bbn	T02075	Borrelia_burgdorferi_N40
bbj	T02081	Borrelia_burgdorferi_JD1
bbur	T02794	Borrelia_burgdorferi_CA382
bga	T00194	Borrelia_garinii_PBi
bgb	T02048	Borrelia_garinii_BgVir
bgn	T02299	Borrelia_garinii_NMJW1
baf	T00383	Borrelia_afzelii_(FLI)
bafz	T02093	Borrelia_afzelii_(Maryland)
bafh	T02298	Borrelia_afzelii_HLJ01
bbs	T01593	Borrelia_bissettii
btu	T00737	Borrelia_turicatae
bhr	T00764	Borrelia_hermsii
bdu	T00768	Borrelia_duttonii
bre	T00769	Borrelia_recurrentis
bcw	T02051	Borrelia_crocidurae
bmo	T02797	Borrelia_miyamotoi
tpa	T00016	Treponema_pallidum_subsp._pallidum_Nichols
tpw	T02709	Treponema_pallidum_subsp._pallidum_Nichols
tpp	T00716	Treponema_pallidum_subsp._pallidum_SS14
tpu	T01748	Treponema_pallidum_subsp._pallidum_DAL-1
tph	T01868	Treponema_pallidum_subsp._pallidum_Chicago
tpo	T02273	Treponema_pallidum_subsp._pallidum_Mexico_A
tpc	T01749	Treponema_pallidum_subsp._pertenue_CDC2
tpg	T01750	Treponema_pallidum_subsp._pertenue_Gauthier
tpm	T01751	Treponema_pallidum_subsp._pertenue_SamoaD
tpb	T02651	Treponema_pallidum_Fribourg-Blanc
tde	T00157	Treponema_denticola
tsu	T01461	Treponema_succinifaciens
tbe	T01489	Treponema_brennaborense
taz	T01506	Treponema_azotonutricium
tpi	T01507	Treponema_primitia
tpl	T01555	Treponema_paraluiscuniculi
tped	T02803	Treponema_pedis
ssm	T01287	Spirochaeta_smaragdinae
sta	T01315	Spirochaeta_thermophila_DSM_6192
stq	T02016	Spirochaeta_thermophila_DSM_6578
scd	T01573	Spirochaeta_caldaria_DSM_7334
sfc	T01811	Spirochaeta_africana
scc	T01469	Spirochaeta_coccoides
lil	T00098	Leptospira_interrogans_serovar_Lai_56601
lie	T01983	Leptospira_interrogans_serovar_Lai_IPAV
lic	T00166	Leptospira_interrogans_serovar_Copenhageni
lbj	T00404	Leptospira_borgpetersenii_JB197
lbl	T00405	Leptospira_borgpetersenii_L550
lbi	T00693	Leptospira_biflexa_serovar_Patoc_Patoc_1_(Paris)
lbf	T00712	Leptospira_biflexa_serovar_Patoc_Patoc_1_(Ames)
tpx	T02157	Turneriella_parva
bhy	T00865	Brachyspira_hyodysenteriae
brm	T01229	Brachyspira_murdochii
bpo	T01278	Brachyspira_pilosicoli_95/1000
bpj	T02225	Brachyspira_pilosicoli_B2904
bpip	T02387	Brachyspira_pilosicoli_P43/6/78
bpw	T02412	Brachyspira_pilosicoli_WesB
bip	T01847	Brachyspira_intermedia
sbu	T01439	Spirochaeta_sp._Buddy
sgp	T01673	Sphaerochaeta_pleomorpha_Grapes
aba	T00352	Candidatus_Koribacter_versatilis
aca	T00868	Acidobacterium_capsulatum
acm	T01411	Granulicella_tundricola
gma	T01664	Granulicella_mallensis
tsa	T01408	Terriglobus_saanensis
trs	T02140	Terriglobus_roseus
sus	T00412	Candidatus_Solibacter_usitatus
ctm	T01629	Candidatus_Chloracidobacterium_thermophilum_B
fsu	T01099	Fibrobacter_succinogenes
fsc	T02105	Fibrobacter_succinogenes
emi	T00741	Elusimicrobium_minutum
rsd	T00755	Uncultured_Termite_group_1_bacterium_phylotype_Rs-D17
fnu	T00077	Fusobacterium_nucleatum_subsp._nucleatum_ATCC_25586
fnc	T02822	Fusobacterium_nucleatum_subsp._vincentii_3_1_36A2
fus	T02680	Fusobacterium_sp._4_8
lba	T00975	Leptotrichia_buccalis
str	T01123	Sebaldella_termitidis
smf	T01125	Streptobacillus_moniliformis
ipo	T01337	Ilyobacter_polytropus
gau	T00878	Gemmatimonas_aurantiaca
tai	T01129	Thermanaerovibrio_acidaminovorans
aco	T01202	Aminobacterium_colombiense
tli	T01644	Thermovirga_lienii
amo	T02151	Anaerobaculum_mobile
sbr	T02602	Synergistetes_bacterium
rba	T00134	Rhodopirellula_baltica
psl	T01147	Pirellula_staleyi
plm	T01225	Planctomyces_limnophilus
pbs	T01431	Planctomyces_brasiliensis
ipa	T01407	Isosphaera_pallida
saci	T02393	Singulisphaera_acidiphila
phm	T01800	Phycisphaera_mikurensis
syn	T00004	Synechocystis_sp._PCC_6803
syz	T02468	Synechocystis_sp._PCC_6803
syy	T02098	Synechocystis_sp._PCC_6803_GT-S
syt	T01777	Synechocystis_sp._PCC_6803_GT-I
sys	T01778	Synechocystis_sp._PCC_6803_PCC-N
syq	T01891	Synechocystis_sp._PCC_6803_PCC-P
syw	T00144	Synechococcus_sp._WH8102
syc	T00163	Synechococcus_elongatus_PCC6301
syf	T00300	Synechococcus_elongatus_PCC7942
syd	T00292	Synechococcus_sp._CC9605
sye	T00293	Synechococcus_sp._CC9902
syg	T00390	Synechococcus_sp._CC9311
syr	T00523	Synechococcus_sp._RCC307
syx	T00524	Synechococcus_sp._WH7803
syp	T00664	Synechococcus_sp._PCC7002
cya	T00318	Synechococcus_sp._JA-3-3Ab
cyb	T00319	Synechococcus_sp._JA-2-3B'a(2-13)
syne	T02370	Synechococcus_sp._PCC_6312
synp	T02371	Synechococcus_sp._PCC_7502
tel	T00090	Thermosynechococcus_elongatus
mar	T00647	Microcystis_aeruginosa
cyt	T00686	Cyanothece_sp._ATCC_51142
cyp	T00806	Cyanothece_sp._PCC_8801
cyc	T00808	Cyanothece_sp._PCC_7424
cyn	T00836	Cyanothece_sp._PCC_7425
cyh	T00968	Cyanothece_sp._PCC_8802
cyj	T01310	Cyanothece_sp._PCC_7822
amr	T00617	Acaryochloris_marina
cgc	T02359	Cyanobium_gracile
can	T02376	Cyanobacterium_aponinum
csn	T02377	Cyanobacterium_stanieri
dsl	T02378	Dactylococcopsis_salina
hao	T02379	Halothece_sp._PCC_7418
glp	T02400	Gloeocapsa_sp._PCC_7428
cmp	T02414	Chamaesiphon_minutus
cyu	T01159	Cyanobacterium_UCYN-A
gvi	T00148	Gloeobacter_violaceus
glj	T02885	Gloeobacter_sp._JS
ana	T00069	Anabaena_sp._PCC7120
npu	T00713	Nostoc_punctiforme
nos	T02362	Nostoc_sp._PCC_7107
nop	T02363	Nostoc_sp._PCC_7524
ava	T00277	Anabaena_variabilis
anb	T02341	Anabaena_sp._90
acy	T02435	Anabaena_cylindrica
naz	T01260	Anabaena_azollae_0708
csg	T02398	Cylindrospermum_stagnale
calo	T02358	Calothrix_sp._PCC_7507
calt	T02372	Calothrix_sp._PCC_6303
riv	T02364	Rivularia_sp._PCC_7116
pma	T00137	Prochlorococcus_marinus_SS120
pmm	T00142	Prochlorococcus_marinus_MED4
pmt	T00143	Prochlorococcus_marinus_MIT_9313
pmn	T00267	Prochlorococcus_marinus_NATL2A
pmi	T00297	Prochlorococcus_marinus_MIT9312
pmb	T00464	Prochlorococcus_marinus_AS9601
pmc	T00465	Prochlorococcus_marinus_MIT_9515
pmf	T00466	Prochlorococcus_marinus_MIT_9303
pmg	T00488	Prochlorococcus_marinus_MIT_9301
pmh	T00598	Prochlorococcus_marinus_MIT_9215
pmj	T00616	Prochlorococcus_marinus_MIT_9211
pme	T00467	Prochlorococcus_marinus_NATL1A
ter	T00387	Trichodesmium_erythraeum
lep	T02361	Leptolyngbya_sp._PCC_7376
gei	T02366	Geitlerinema_sp._PCC_7407
oac	T02368	Oscillatoria_acuminata
oni	T02375	Oscillatoria_nigro-viridis
pseu	T02369	Pseudanabaena_sp._PCC_7367
cep	T02373	Crinalium_epipsammum
mic	T02374	Microcoleus_sp._PCC_7113
arp	T02608	Arthrospira_platensis
cthe	T02360	Chroococcidiopsis_thermalis
plp	T02367	Pleurocapsa_sp._PCC_7327
scs	T02406	Stanieria_cyanosphaera
bth	T00122	Bacteroides_thetaiotaomicron
bfr	T00202	Bacteroides_fragilis_YCH46
bfs	T00239	Bacteroides_fragilis_NCTC9343
bfg	T01691	Bacteroides_fragilis_638R
bvu	T00546	Bacteroides_vulgatus
bhl	T01393	Bacteroides_helcogenes
bsa	T01433	Bacteroides_salanitronis
bxy	T02579	Bacteroides_xylanisolvens
bacc	T02861	Bacteroides_sp._CF50
pgi	T00145	Porphyromonas_gingivalis_W83
pgn	T00714	Porphyromonas_gingivalis_ATCC_33277
pgt	T01516	Porphyromonas_gingivalis_TDC60
pah	T01485	Porphyromonas_asaccharolytica
pdi	T00549	Parabacteroides_distasonis
ppn	T01362	Paludibacter_propionicigenes
osp	T01428	Odoribacter_splanchnicus
tfo	T01682	Tannerella_forsythia
aps	T00792	Candidatus_Azobacteroides_pseudotrichonymphae
pru	T01212	Prevotella_ruminicola
pmz	T01286	Prevotella_melaninogenica
pdn	T01459	Prevotella_denticola
pit	T02058	Prevotella_intermedia
pdt	T02403	Prevotella_dentalis
pro	T02809	Prevotella_sp._oral_taxon_299
afd	T02133	Alistipes_finegoldii
ash	T02578	Alistipes_shahii
sru	T00312	Salinibacter_ruber_DSM_13855
srm	T01209	Salinibacter_ruber_M8
rmr	T01119	Rhodothermus_marinus_DSM_4252
rmg	T01606	Rhodothermus_marinus_SG0.5JP17-172
cpi	T00959	Chitinophaga_pinensis
nko	T01679	Niastella_koreensis
phe	T00978	Pedobacter_heparinus
psn	T01430	Pedobacter_saltans
shg	T01450	Sphingobacterium_sp._21
scn	T02084	Solitalea_canadensis
hhy	T01491	Haliscomenobacter_hydrossis
sgn	T01764	Saprospira_grandis
cmr	T01592	Cyclobacterium_marinum
bbd	T02134	Belliella_baltica
evi	T02388	Echinicola_vietnamensis
chu	T00385	Cytophaga_hutchinsonii
dfe	T00970	Dyadobacter_fermentans
sli	T01156	Spirosoma_linguale
lby	T01350	Leadbetterella_byssophila
rsi	T01553	Runella_slithyformis
fli	T02149	Flexibacter_litoralis
eol	T02272	Emticicia_oligotrophica
fae	T02429	Fibrella_aestuarina
mtt	T01365	Marivirga_tractuosa
gfo	T00448	Gramella_forsetii
fjo	T00508	Flavobacterium_johnsoniae
fps	T00548	Flavobacterium_psychrophilum
fbr	T01625	Flavobacterium_branchiophilum
fco	T01653	Flavobacterium_columnare
fin	T01781	Flavobacterium_indicum
coc	T00961	Capnocytophaga_ochracea
ccm	T01582	Capnocytophaga_canimorsus
rbi	T00992	Robiginitalea_biformata
zpr	T01216	Zunongwangia_profunda
cat	T01256	Croceibacter_atlanticus
ran	T01363	Riemerella_anatipestifer_ATCC_11845_=_DSM_15868
rai	T02107	Riemerella_anatipestifer_ATCC_11845_=_DSM_15868
rar	T02007	Riemerella_anatipestifer_RA-GD
rag	T02331	Riemerella_anatipestifer_RA-CH-1
rae	T02438	Riemerella_anatipestifer_RA-CH-2
fbc	T01306	Maribacter_sp._HTCC2170
cao	T01404	Cellulophaga_algicola
cly	T01434	Cellulophaga_lytica
wvi	T01441	Weeksella_virosa
kdi	T01484	Krokinobacter_sp._4H-3-7-5
lan	T01533	Lacinutrix_sp._5H-3-7-4
zga	T01586	Zobellia_galactanivorans
mrs	T01598	Muricauda_ruestringensis
asl	T02132	Aequorivita_sublithincola
orh	T02145	Ornithobacterium_rhinotracheale
ptq	T02275	Psychroflexus_torquis
ndo	T02441	Nonlabens_dokdonensis
pom	T02533	Polaribacter_sp._MED152
fba	T00953	Flavobacteriaceae_bacterium
smg	T00630	Candidatus_Sulcia_muelleri_GWSS
sms	T00958	Candidatus_Sulcia_muelleri_SMDSEM
smh	T01203	Candidatus_Sulcia_muelleri_DMIN
sum	T01303	Candidatus_Sulcia_muelleri_CARI
smv	T02783	Candidatus_Sulcia_muelleri_Sulcia-ALF
bbl	T00995	Blattabacterium_sp._(Blattella_germanica)
bpi	T00996	Blattabacterium_sp._(Periplaneta_americana)
bmm	T01642	Blattabacterium_sp._(Mastotermes_darwiniensis)
bcp	T01660	Blattabacterium_sp._(Cryptocercus_punctulatus)
bbg	T02109	Blattabacterium_sp._(Blaberus_giganteus)
bbq	T02446	Blattabacterium_sp._(Blatta_orientalis)
blp	T02525	Blattabacterium_sp._(Panesthia_angustipennis_spadica)
blu	T02863	Blattabacterium_sp._(Nauphoeta_cinerea)
fte	T01455	Fluviicola_taffensis
oho	T01677	Owenweeksia_hongkongensis
udi	T02439	Candidatus_Uzinura_diaspidicola
aas	T00730	Candidatus_Amoebophilus_asiaticus
che	T02243	Cardinium_endosymbiont_cEper1_of_Encarsia_pergandiella
cte	T00088	Chlorobaculum_tepidum
cpc	T00725	Chlorobaculum_parvum_NCIB_8327
cch	T00290	Chlorobium_chlorochromatii
cph	T00439	Chlorobium_phaeobacteroides_DSM_266
cpb	T00709	Chlorobium_phaeobacteroides_BS1
cli	T00766	Chlorobium_limicola
pvi	T00499	Chlorobium_phaeovibrioides
plt	T00291	Pelodictyon_luteolum
pph	T00731	Pelodictyon_phaeoclathratiforme
paa	T00732	Prosthecochloris_aestuarii
cts	T00726	Chloroherpeton_thalassium
ial	T01943	Ignavibacterium_album
mro	T02176	Melioribacter_roseus
det	T00223	Dehalococcoides_ethenogenes
deh	T00273	Dehalococcoides_sp._CBDB1
deb	T00518	Dehalococcoides_sp._BAV1
dev	T01136	Dehalococcoides_sp._VS
deg	T01182	Dehalococcoides_sp._GT
dmc	T02475	Dehalococcoides_mccartyi_BTF08
dmd	T02476	Dehalococcoides_mccartyi_DCMB5
dly	T01264	Dehalogenimonas_lykanthroporepellens
rrs	T00542	Roseiflexus_sp._RS-1
rca	T00585	Roseiflexus_castenholzii_DSM13941
cau	T00639	Chloroflexus_aurantiacus
cag	T00824	Chloroflexus_aggregans
chl	T00859	Chloroflexus_sp._Y-400-fl
hau	T00614	Herpetosiphon_aurantiacus
tro	T00845	Thermomicrobium_roseum
sti	T01128	Sphaerobacter_thermophilus
atm	T01410	Anaerolinea_thermophila
cap	T01797	Caldilinea_aerophila
dra	T00025	Deinococcus_radiodurans
dge	T00353	Deinococcus_geothermalis
ddr	T00880	Deinococcus_deserti
dmr	T01412	Deinococcus_maricopensis
dpt	T01426	Deinococcus_proteolyticus
dgo	T01827	Deinococcus_gobiensis
dpd	T02381	Deinococcus_peraridilitoris
tra	T01254	Truepera_radiovictrix
tth	T00170	Thermus_thermophilus_HB27
ttj	T00220	Thermus_thermophilus_HB8
tts	T01867	Thermus_thermophilus_SG0.5JP17-16
ttl	T02009	Thermus_thermophilus_JL-18
tsc	T01414	Thermus_scotoductus
thc	T01866	Thermus_sp._CCB_US3_UF1
tos	T02346	Thermus_oshimai
mrb	T01193	Meiothermus_ruber_DSM_1279
mre	T02636	Meiothermus_ruber_DSM_1279
msv	T01246	Meiothermus_silvanus
opr	T01369	Oceanithermus_profundus
mhd	T01457	Marinithermus_hydrothermalis
aae	T00013	Aquifex_aeolicus
hya	T00745	Hydrogenobaculum_sp._Y04AAS1
hho	T02482	Hydrogenobaculum_sp._HO
hys	T02516	Hydrogenobaculum_sp._SN
hth	T01167	Hydrogenobacter_thermophilus
hte	T02106	Hydrogenobacter_thermophilus
tal	T01179	Thermocrinis_albus
sul	T00715	Sulfurihydrogenibium_sp._YO3AOP1
saf	T00876	Sulfurihydrogenibium_azorense
pmx	T00870	Persephonella_marina
tam	T01391	Thermovibrio_ammonificans
dte	T01427	Desulfurobacterium_thermolithotrophum
tma	T00022	Thermotoga_maritima
tmm	T02663	Thermotoga_maritima
tpt	T00525	Thermotoga_petrophila
tle	T00618	Thermotoga_lettingae
trq	T00706	Thermotoga_sp._RQ2
tna	T00847	Thermotoga_neapolitana
tnp	T01139	Thermotoga_naphthophila
tta	T01554	Thermotoga_thermarum
tme	T00550	Thermosipho_melanesiensis
taf	T00797	Thermosipho_africanus
fno	T00579	Fervidobacterium_nodosum
fpe	T01808	Fervidobacterium_pennivorans
pmo	T00621	Petrotoga_mobilis
kol	T00914	Kosmotoga_olearia
mpz	T01665	Marinitoga_piezophila
mpg	T02123	Mesotoga_prima
ccz	T02699	Chthonomonas_calidirosea
cex	T01804	Caldisericum_exile
din	T01383	Desulfurispirillum_indicum
ddf	T01188	Deferribacter_desulfuricans_SSM1
dap	T01189	Denitrovibrio_acetiphilus
cni	T01364	Calditerrivibrio_nitroreducens
fsi	T01539	Flexistipes_sinusarabici
dth	T00774	Dictyoglomus_thermophilum
dtu	T00800	Dictyoglomus_turgidum
tye	T00775	Thermodesulfovibrio_yellowstonii
nde	T01281	Candidatus_Nitrospira_defluvii
lfc	T01809	Leptospirillum_ferrooxidans
lfi	T02319	Leptospirillum_ferriphilum
tid	T01546	Thermodesulfatator_indicus
top	T01547	Thermodesulfobacterium_sp._OPB45
saal	T02673	Candidatus_Saccharimonas_aalborgensis
ttr	T01134	Thermobaculum_terrenum
mox	T02155	Candidatus_Methylomirabilis_oxyfera
ssdc	T02777	Syncytium_symbiont_of_Diaphorina_citri
hhs	T02865	Halyomorpha_halys_symbiont
mja	T00003	Methanocaldococcus_jannaschii
mfe	T00976	Methanocaldococcus_fervens
mvu	T01105	Methanocaldococcus_vulcanius
mfs	T01175	Methanocaldococcus_sp._FS406-22
mif	T01234	Methanocaldococcus_infernus
mig	T01510	Methanotorris_igneus
mmp	T00164	Methanococcus_maripaludis_S2
mmq	T00491	Methanococcus_maripaludis_C5
mmx	T00615	Methanococcus_maripaludis_C6
mmz	T00553	Methanococcus_maripaludis_C7
mmd	T01584	Methanococcus_maripaludis_X1
mae	T00552	Methanococcus_aeolicus
mvn	T00554	Methanococcus_vannielii
mvo	T01251	Methanococcus_voltae
mok	T01534	Methanothermococcus_okinawensis
mac	T00080	Methanosarcina_acetivorans
