ko	pathways
K02765	Amino_sugar_and_nucleotide_sugar_metabolism:Carbohydrate_metabolism|Phosphotransferase_system_(PTS):Membrane_transport
K02770	Fructose_and_mannose_metabolism:Carbohydrate_metabolism|Metabolic_pathways|Phosphotransferase_system_(PTS):Membrane_transport
K02771	Amino_sugar_and_nucleotide_sugar_metabolism:Carbohydrate_metabolism|Phosphotransferase_system_(PTS):Membrane_transport
K02775	Galactose_metabolism:Carbohydrate_metabolism|Metabolic_pathways|Phosphotransferase_system_(PTS):Membrane_transport
K02779	Glycolysis_/_Gluconeogenesis:Carbohydrate_metabolism|Amino_sugar_and_nucleotide_sugar_metabolism:Carbohydrate_metabolism|Phosphotransferase_system_(PTS):Membrane_transport
K02783	Fructose_and_mannose_metabolism:Carbohydrate_metabolism|Phosphotransferase_system_(PTS):Membrane_transport
K02784	Phosphotransferase_system_(PTS):Membrane_transport
K02788	Galactose_metabolism:Carbohydrate_metabolism|Metabolic_pathways|Phosphotransferase_system_(PTS):Membrane_transport
K02791	Glycolysis_/_Gluconeogenesis:Carbohydrate_metabolism|Starch_and_sucrose_metabolism:Carbohydrate_metabolism|Phosphotransferase_system_(PTS):Membrane_transport
K02795	Fructose_and_mannose_metabolism:Carbohydrate_metabolism|Amino_sugar_and_nucleotide_sugar_metabolism:Carbohydrate_metabolism|Metabolic_pathways|Phosphotransferase_system_(PTS):Membrane_transport
K02796	Fructose_and_mannose_metabolism:Carbohydrate_metabolism|Amino_sugar_and_nucleotide_sugar_metabolism:Carbohydrate_metabolism|Metabolic_pathways|Phosphotransferase_system_(PTS):Membrane_transport
K02800	Fructose_and_mannose_metabolism:Carbohydrate_metabolism|Phosphotransferase_system_(PTS):Membrane_transport
K02804	Amino_sugar_and_nucleotide_sugar_metabolism:Carbohydrate_metabolism|Phosphotransferase_system_(PTS):Membrane_transport
K02810	Starch_and_sucrose_metabolism:Carbohydrate_metabolism|Phosphotransferase_system_(PTS):Membrane_transport
K02814	Fructose_and_mannose_metabolism:Carbohydrate_metabolism|Phosphotransferase_system_(PTS):Membrane_transport
K02815	Fructose_and_mannose_metabolism:Carbohydrate_metabolism|Phosphotransferase_system_(PTS):Membrane_transport
K02819	Starch_and_sucrose_metabolism:Carbohydrate_metabolism|Phosphotransferase_system_(PTS):Membrane_transport
K02833	MAPK_signaling_pathway:Signal_transduction|ErbB_signaling_pathway:Signal_transduction|Ras_signaling_pathway:Signal_transduction|Rap1_signaling_pathway:Signal_transduction|Endocytosis:Transport_and_catabolism|PI3K-Akt_signaling_pathway:Signal_transduction:Signal_transduction|VEGF_signaling_pathway:Signal_transduction|Focal_adhesion:Cell_communication|Tight_junction:Cell_communication|Gap_junction:Cell_communication|Regulation_of_actin_cytoskeleton:Cell_motility
K02842	Wnt_signaling_pathway:Signal_transduction|Hippo_signaling_pathway:Signal_transduction
K02863	Ribosome:Translation
K02864	Ribosome:Translation
K02865	Ribosome:Translation
K02866	Ribosome:Translation
K02867	Ribosome:Translation
K02868	Ribosome:Translation
K02869	Ribosome:Translation
K02870	Ribosome:Translation
K02871	Ribosome:Translation
K02872	Ribosome:Translation
K02873	Ribosome:Translation
K02874	Ribosome:Translation
K02875	Ribosome:Translation
K02876	Ribosome:Translation
K02877	Ribosome:Translation
K02878	Ribosome:Translation
K02879	Ribosome:Translation
K02880	Ribosome:Translation
K02881	Ribosome:Translation
K02882	Ribosome:Translation
K02883	Ribosome:Translation
K02884	Ribosome:Translation
K02885	Ribosome:Translation
K02886	Ribosome:Translation
K02887	Ribosome:Translation
K02888	Ribosome:Translation
K02889	Ribosome:Translation
K02890	Ribosome:Translation
K02891	Ribosome:Translation
K02892	Ribosome:Translation
K02893	Ribosome:Translation
K02894	Ribosome:Translation
K02895	Ribosome:Translation
K02896	Ribosome:Translation
K02897	Ribosome:Translation
K02898	Ribosome:Translation
K02899	Ribosome:Translation
K02900	Ribosome:Translation
K02901	Ribosome:Translation
K02902	Ribosome:Translation
K02903	Ribosome:Translation
K02904	Ribosome:Translation
K02905	Ribosome:Translation
K02906	Ribosome:Translation
K02907	Ribosome:Translation
K02908	Ribosome:Translation
K02909	Ribosome:Translation
K02910	Ribosome:Translation
K02911	Ribosome:Translation
K02912	Ribosome:Translation
K02913	Ribosome:Translation
K02914	Ribosome:Translation
K02915	Ribosome:Translation
K02916	Ribosome:Translation
K02917	Ribosome:Translation
K02918	Ribosome:Translation
K02919	Ribosome:Translation
K02920	Ribosome:Translation
K02921	Ribosome:Translation
K02922	Ribosome:Translation
K02923	Ribosome:Translation
K02924	Ribosome:Translation
K02925	Ribosome:Translation
K02926	Ribosome:Translation
K02927	Ribosome:Translation
K02928	Ribosome:Translation
K02929	Ribosome:Translation
K02930	Ribosome:Translation
K02931	Ribosome:Translation
K02932	Ribosome:Translation
K02933	Ribosome:Translation
K02934	Ribosome:Translation
K02935	Ribosome:Translation
K02936	Ribosome:Translation
K02937	Ribosome:Translation
K02938	Ribosome:Translation
K02939	Ribosome:Translation
K02940	Ribosome:Translation
K02941	Ribosome:Translation
K02942	Ribosome:Translation
K02943	Ribosome:Translation
K02944	Ribosome:Translation
K02945	Ribosome:Translation
K02946	Ribosome:Translation
K02947	Ribosome:Translation
K02948	Ribosome:Translation
K02949	Ribosome:Translation
K02950	Ribosome:Translation
K02951	Ribosome:Translation
K02952	Ribosome:Translation
K02953	Ribosome:Translation
K02954	Ribosome:Translation
K02955	Ribosome:Translation
K02956	Ribosome:Translation
K02957	Ribosome:Translation
K02958	Ribosome:Translation
K02959	Ribosome:Translation
K02960	Ribosome:Translation
K02961	Ribosome:Translation
K02962	Ribosome:Translation
K02963	Ribosome:Translation
K02964	Ribosome:Translation
K02965	Ribosome:Translation
K02966	Ribosome:Translation
K02967	Ribosome:Translation
K02968	Ribosome:Translation
K02969	Ribosome:Translation
K02970	Ribosome:Translation
K02971	Ribosome:Translation
K02973	Ribosome:Translation
K02974	Ribosome:Translation
K02975	Ribosome:Translation
K02976	Ribosome:Translation
K02977	Ribosome:Translation
K02978	Ribosome:Translation
K02979	Ribosome:Translation
K02980	Ribosome:Translation
K02981	Ribosome:Translation
K02982	Ribosome:Translation
K02983	Ribosome:Translation
K02984	Ribosome:Translation
K02985	Ribosome:Translation
K02986	Ribosome:Translation
K02987	Ribosome:Translation
K02988	Ribosome:Translation
K02989	Ribosome:Translation
K02990	Ribosome:Translation
K02991	Ribosome:Translation|HIF-1_signaling_pathway:Signal_transduction|mTOR_signaling_pathway:Signal_transduction|PI3K-Akt_signaling_pathway:Signal_transduction:Signal_transduction
K02992	Ribosome:Translation
K02993	Ribosome:Translation
K02994	Ribosome:Translation
K02995	Ribosome:Translation
K02996	Ribosome:Translation
K02997	Ribosome:Translation
K02998	Ribosome:Translation
K03000	Purine_metabolism:Nucleotide_metabolism|Pyrimidine_metabolism:Nucleotide_metabolism|Metabolic_pathways|RNA_polymerase:Transcription
K03001	Purine_metabolism:Nucleotide_metabolism|Pyrimidine_metabolism:Nucleotide_metabolism|Metabolic_pathways|RNA_polymerase:Transcription
K03003	Purine_metabolism:Nucleotide_metabolism|Pyrimidine_metabolism:Nucleotide_metabolism|Metabolic_pathways|RNA_polymerase:Transcription
K03004	Purine_metabolism:Nucleotide_metabolism|Pyrimidine_metabolism:Nucleotide_metabolism|Metabolic_pathways|RNA_polymerase:Transcription
K03005	Purine_metabolism:Nucleotide_metabolism|Pyrimidine_metabolism:Nucleotide_metabolism|Metabolic_pathways|RNA_polymerase:Transcription
K03007	Purine_metabolism:Nucleotide_metabolism|Pyrimidine_metabolism:Nucleotide_metabolism|Metabolic_pathways|RNA_polymerase:Transcription
K03008	Purine_metabolism:Nucleotide_metabolism|Pyrimidine_metabolism:Nucleotide_metabolism|Metabolic_pathways|RNA_polymerase:Transcription
K03009	Purine_metabolism:Nucleotide_metabolism|Pyrimidine_metabolism:Nucleotide_metabolism|Metabolic_pathways|RNA_polymerase:Transcription
K03011	Purine_metabolism:Nucleotide_metabolism|Pyrimidine_metabolism:Nucleotide_metabolism|Metabolic_pathways|RNA_polymerase:Transcription
K03012	Purine_metabolism:Nucleotide_metabolism|Pyrimidine_metabolism:Nucleotide_metabolism|Metabolic_pathways|RNA_polymerase:Transcription
K03013	Purine_metabolism:Nucleotide_metabolism|Pyrimidine_metabolism:Nucleotide_metabolism|Metabolic_pathways|RNA_polymerase:Transcription
K03014	Purine_metabolism:Nucleotide_metabolism|Pyrimidine_metabolism:Nucleotide_metabolism|Metabolic_pathways|RNA_polymerase:Transcription
K03015	Purine_metabolism:Nucleotide_metabolism|Pyrimidine_metabolism:Nucleotide_metabolism|Metabolic_pathways|RNA_polymerase:Transcription
K03016	Purine_metabolism:Nucleotide_metabolism|Pyrimidine_metabolism:Nucleotide_metabolism|Metabolic_pathways|RNA_polymerase:Transcription
K03017	Purine_metabolism:Nucleotide_metabolism|Pyrimidine_metabolism:Nucleotide_metabolism|Metabolic_pathways|RNA_polymerase:Transcription
K03019	Purine_metabolism:Nucleotide_metabolism|Pyrimidine_metabolism:Nucleotide_metabolism|Metabolic_pathways|RNA_polymerase:Transcription
K03020	Purine_metabolism:Nucleotide_metabolism|Pyrimidine_metabolism:Nucleotide_metabolism|Metabolic_pathways|RNA_polymerase:Transcription
K03022	Purine_metabolism:Nucleotide_metabolism|Pyrimidine_metabolism:Nucleotide_metabolism|Metabolic_pathways|RNA_polymerase:Transcription
K03023	Purine_metabolism:Nucleotide_metabolism|Pyrimidine_metabolism:Nucleotide_metabolism|Metabolic_pathways|RNA_polymerase:Transcription
K03024	Purine_metabolism:Nucleotide_metabolism|Pyrimidine_metabolism:Nucleotide_metabolism|Metabolic_pathways|RNA_polymerase:Transcription
K03025	Purine_metabolism:Nucleotide_metabolism|Pyrimidine_metabolism:Nucleotide_metabolism|Metabolic_pathways|RNA_polymerase:Transcription
K03026	Purine_metabolism:Nucleotide_metabolism|Pyrimidine_metabolism:Nucleotide_metabolism|Metabolic_pathways|RNA_polymerase:Transcription
K03027	Purine_metabolism:Nucleotide_metabolism|Pyrimidine_metabolism:Nucleotide_metabolism|Metabolic_pathways|RNA_polymerase:Transcription
K03028	Proteasome:Folding,_sorting_and_degradation
K03029	Proteasome:Folding,_sorting_and_degradation
K03030	Proteasome:Folding,_sorting_and_degradation
K03031	Proteasome:Folding,_sorting_and_degradation
K03032	Proteasome:Folding,_sorting_and_degradation
K03033	Proteasome:Folding,_sorting_and_degradation
K03035	Proteasome:Folding,_sorting_and_degradation
K03036	Proteasome:Folding,_sorting_and_degradation
K03037	Proteasome:Folding,_sorting_and_degradation
K03038	Proteasome:Folding,_sorting_and_degradation
K03039	Proteasome:Folding,_sorting_and_degradation
K03048	Purine_metabolism:Nucleotide_metabolism|Pyrimidine_metabolism:Nucleotide_metabolism|Metabolic_pathways|RNA_polymerase:Transcription
K03057	Metabolic_pathways
K03061	Proteasome:Folding,_sorting_and_degradation
K03062	Proteasome:Folding,_sorting_and_degradation
K03063	Proteasome:Folding,_sorting_and_degradation
K03064	Proteasome:Folding,_sorting_and_degradation
K03065	Proteasome:Folding,_sorting_and_degradation
K03066	Proteasome:Folding,_sorting_and_degradation
K03068	Wnt_signaling_pathway:Signal_transduction
K03069	Wnt_signaling_pathway:Signal_transduction
K03070	Protein_export:Folding,_sorting_and_degradation|Bacterial_secretion_system:Membrane_transport
K03071	Protein_export:Folding,_sorting_and_degradation|Bacterial_secretion_system:Membrane_transport
K03072	Protein_export:Folding,_sorting_and_degradation|Bacterial_secretion_system:Membrane_transport
K03073	Protein_export:Folding,_sorting_and_degradation|Bacterial_secretion_system:Membrane_transport
K03074	Protein_export:Folding,_sorting_and_degradation|Bacterial_secretion_system:Membrane_transport
K03075	Protein_export:Folding,_sorting_and_degradation|Bacterial_secretion_system:Membrane_transport
K03076	Protein_export:Folding,_sorting_and_degradation|Bacterial_secretion_system:Membrane_transport
K03085	Cell_cycle_-_yeast:Cell_growth_and_death|Meiosis_-_yeast:Cell_growth_and_death
K03092	Two-component_system:Signal_transduction
K03094	Cell_cycle:Cell_growth_and_death|Cell_cycle_-_yeast:Cell_growth_and_death|Oocyte_meiosis:Cell_growth_and_death|Ubiquitin_mediated_proteolysis:Folding,_sorting_and_degradation|Protein_processing_in_endoplasmic_reticulum:Folding,_sorting_and_degradation|Wnt_signaling_pathway:Signal_transduction|TGF-beta_signaling_pathway:Signal_transduction
K03096	Wnt_signaling_pathway:Signal_transduction
K03099	MAPK_signaling_pathway:Signal_transduction|ErbB_signaling_pathway:Signal_transduction|MAPK_signaling_pathway_-_fly:Signal_transduction|Ras_signaling_pathway:Signal_transduction|PI3K-Akt_signaling_pathway:Signal_transduction:Signal_transduction|Focal_adhesion:Cell_communication|Gap_junction:Cell_communication|Jak-STAT_signaling_pathway:Signal_transduction|Regulation_of_actin_cytoskeleton:Cell_motility
K03104	Protein_export:Folding,_sorting_and_degradation
K03105	Protein_export:Folding,_sorting_and_degradation
K03106	Protein_export:Folding,_sorting_and_degradation|Bacterial_secretion_system:Membrane_transport
K03107	Protein_export:Folding,_sorting_and_degradation
K03108	Protein_export:Folding,_sorting_and_degradation
K03109	Protein_export:Folding,_sorting_and_degradation
K03110	Protein_export:Folding,_sorting_and_degradation|Bacterial_secretion_system:Membrane_transport
K03111	DNA_replication:Replication_and_repair|Mismatch_repair:Replication_and_repair|Homologous_recombination:Replication_and_repair
K03113	RNA_transport:Translation
K03115	Ribosome_biogenesis_in_eukaryotes:Translation|NF-kappa_B_signaling_pathway:Signal_transduction|Wnt_signaling_pathway:Signal_transduction|Adherens_junction:Cell_communication|Tight_junction:Cell_communication|Circadian_rhythm_-_plant:Environmental_adaptation
K03116	Protein_export:Folding,_sorting_and_degradation|Bacterial_secretion_system:Membrane_transport
K03117	Protein_export:Folding,_sorting_and_degradation|Bacterial_secretion_system:Membrane_transport
K03118	Protein_export:Folding,_sorting_and_degradation|Bacterial_secretion_system:Membrane_transport
K03120	Basal_transcription_factors:Transcription
K03121	Basal_transcription_factors:Transcription
K03122	Basal_transcription_factors:Transcription
K03123	Basal_transcription_factors:Transcription
K03124	Basal_transcription_factors:Transcription
K03125	Basal_transcription_factors:Transcription
K03126	Basal_transcription_factors:Transcription
K03127	Basal_transcription_factors:Transcription
K03128	Basal_transcription_factors:Transcription
K03129	Basal_transcription_factors:Transcription
K03130	Basal_transcription_factors:Transcription
K03131	Basal_transcription_factors:Transcription
K03132	Basal_transcription_factors:Transcription
K03133	Basal_transcription_factors:Transcription
K03134	Basal_transcription_factors:Transcription
K03135	Basal_transcription_factors:Transcription
K03136	Basal_transcription_factors:Transcription
K03137	Basal_transcription_factors:Transcription
K03138	Basal_transcription_factors:Transcription
K03140	Basal_transcription_factors:Transcription
K03141	Basal_transcription_factors:Transcription|Nucleotide_excision_repair:Replication_and_repair
K03142	Basal_transcription_factors:Transcription|Nucleotide_excision_repair:Replication_and_repair
K03143	Basal_transcription_factors:Transcription|Nucleotide_excision_repair:Replication_and_repair
K03144	Basal_transcription_factors:Transcription|Nucleotide_excision_repair:Replication_and_repair
K03147	Thiamine_metabolism:Metabolism_of_cofactors_and_vitamins|Metabolic_pathways
K03149	Thiamine_metabolism:Metabolism_of_cofactors_and_vitamins|Metabolic_pathways
K03150	Thiamine_metabolism:Metabolism_of_cofactors_and_vitamins|Metabolic_pathways
K03151	Thiamine_metabolism:Metabolism_of_cofactors_and_vitamins|Metabolic_pathways|Sulfur_relay_system:Folding,_sorting_and_degradation
K03154	Sulfur_relay_system:Folding,_sorting_and_degradation
K03156	MAPK_signaling_pathway:Signal_transduction|Cytokine-cytokine_receptor_interaction:Signaling_molecules_and_interaction|NF-kappa_B_signaling_pathway:Signal_transduction|mTOR_signaling_pathway:Signal_transduction|Apoptosis:Cell_growth_and_death|TGF-beta_signaling_pathway:Signal_transduction|TNF_signaling_pathway:Signal_transduction
K03157	Cytokine-cytokine_receptor_interaction:Signaling_molecules_and_interaction|NF-kappa_B_signaling_pathway:Signal_transduction
K03158	MAPK_signaling_pathway:Signal_transduction|Cytokine-cytokine_receptor_interaction:Signaling_molecules_and_interaction|NF-kappa_B_signaling_pathway:Signal_transduction|Apoptosis:Cell_growth_and_death|TNF_signaling_pathway:Signal_transduction
K03159	Cytokine-cytokine_receptor_interaction:Signaling_molecules_and_interaction|NF-kappa_B_signaling_pathway:Signal_transduction|HIF-1_signaling_pathway:Signal_transduction
K03160	Cytokine-cytokine_receptor_interaction:Signaling_molecules_and_interaction|NF-kappa_B_signaling_pathway:Signal_transduction|Cell_adhesion_molecules_(CAMs):Signaling_molecules_and_interaction
K03161	Cytokine-cytokine_receptor_interaction:Signaling_molecules_and_interaction|NF-kappa_B_signaling_pathway:Signal_transduction|Cell_adhesion_molecules_(CAMs):Signaling_molecules_and_interaction
K03171	NF-kappa_B_signaling_pathway:Signal_transduction|Apoptosis:Cell_growth_and_death|TNF_signaling_pathway:Signal_transduction
K03172	NF-kappa_B_signaling_pathway:Signal_transduction|TNF_signaling_pathway:Signal_transduction
K03173	MAPK_signaling_pathway:Signal_transduction|NF-kappa_B_signaling_pathway:Signal_transduction|Protein_processing_in_endoplasmic_reticulum:Folding,_sorting_and_degradation|Apoptosis:Cell_growth_and_death|TNF_signaling_pathway:Signal_transduction
